🕘️更新时间,#genre#
2026-05-11 06:53:47,https://iptv.catvod.com/live.php?id=CCTV1&line=16$订阅源

📺央视频道,#genre#
CCTV-1,https://iptv.catvod.com/live.php?id=CCTV1&line=16$订阅源
CCTV-1,https://iptv.catvod.com/live.php?id=CCTV1&line=16$订阅源
CCTV-1,http://198.204.228.26/live/cctv1hd.m3u8$订阅源
CCTV-1,http://198.204.228.26/live/cctv1hd.m3u8$订阅源
CCTV-1,http://192.151.150.154/live/cctv1hd.m3u8$订阅源
CCTV-1,http://192.151.150.154/live/cctv1hd.m3u8$订阅源
CCTV-2,rtmp://39.108.129.193:1935/cv2/mx6o_cv2$订阅源
CCTV-2,https://iptv.catvod.com/live.php?id=CCTV2&line=12$订阅源
CCTV-2,http://198.204.228.26/live/cctv2hd.m3u8$订阅源
CCTV-3,http://38.75.136.137:98/gslb/dsdqbv/cctv3hd.m3u8?auth=test20251009$订阅源
CCTV-3,http://38.75.136.137:98/gslb/dsdqbv/cctv3hd.m3u8?auth=test20251009$订阅源
CCTV-3,https://iptv.catvod.com/live.php?id=CCTV3&line=7$订阅源
CCTV-3,http://198.204.228.26/live/cctv3hd.m3u8$订阅源
CCTV-3,http://192.151.150.154/live/cctv3hd.m3u8$订阅源
CCTV-4,http://107.150.60.122/live/cctv4k.m3u8$订阅源
CCTV-4,http://107.150.60.122/live/cctv4k.m3u8$订阅源
CCTV-4,https://iptv.catvod.com/live.php?id=CCTV4&line=11$订阅源
CCTV-4,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv4hd$订阅源
CCTV-4,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv4hd$订阅源
CCTV-4,http://192.151.150.154/live/cctv4hd.m3u8$订阅源
CCTV-5,http://107.150.60.122/live/cctv5hd.m3u8$订阅源
CCTV-5,https://iptv.catvod.com/live.php?id=CCTV5&line=12$订阅源
CCTV-5,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv5hd$订阅源
CCTV-5,http://198.204.228.26/live/cctv5p.m3u8$订阅源
CCTV-5,http://192.151.150.154/live/cctv5hd.m3u8$订阅源
CCTV-5+,http://38.75.136.137:98/gslb/dsdqbv/cctv5p.m3u8?auth=test20251009$订阅源
CCTV-5+,http://107.150.60.122/live/cctv5p.m3u8$订阅源
CCTV-5+,https://iptv.catvod.com/live.php?id=CCTV-5%2B$订阅源
CCTV-6,http://38.75.136.137:98/gslb/dsdqbv/cctv6hd.m3u8?auth=test20251009$订阅源
